,id,redshift,mass,simulation,snap,ax,rot
0,tSZ_sim=D24_snap=060_mass=14.84_reds=0.46_ax=y_rot=180,0.46,14.84,D24,060,y,180
0,tSZ_sim=D22_snap=041_mass=14.32_reds=1.00_ax=x_rot=180,1.0,14.32,D22,041,x,180
0,tSZ_sim=D9_snap=032_mass=13.08_reds=2.00_ax=y_rot=270,2.0,13.08,D9,032,y,270
0,tSZ_sim=D25_snap=076_mass=14.59_reds=0.19_ax=z_rot=180,0.19,14.59,D25,076,z,180
0,tSZ_sim=D14_snap=080_mass=14.86_reds=0.13_ax=z_rot=0,0.13,14.86,D14,080,z,0
0,tSZ_sim=D24_snap=064_mass=14.87_reds=0.39_ax=x_rot=0,0.39,14.87,D24,064,x,0
0,tSZ_sim=D24_snap=088_mass=14.90_reds=0.03_ax=y_rot=270,0.03,14.9,D24,088,y,270
0,tSZ_sim=D18_snap=052_mass=14.44_reds=0.65_ax=y_rot=90,0.65,14.44,D18,052,y,90
0,tSZ_sim=D11_snap=068_mass=14.76_reds=0.31_ax=y_rot=270,0.31,14.76,D11,068,y,270
0,tSZ_sim=D7_snap=041_mass=14.04_reds=1.00_ax=y_rot=90,1.0,14.04,D7,041,y,90
0,tSZ_sim=D13_snap=088_mass=14.84_reds=0.03_ax=z_rot=270,0.03,14.84,D13,088,z,270
0,tSZ_sim=D15_snap=068_mass=14.90_reds=0.31_ax=x_rot=180,0.31,14.9,D15,068,x,180
0,tSZ_sim=D4_snap=080_mass=14.16_reds=0.13_ax=z_rot=0,0.13,14.16,D4,080,z,0
0,tSZ_sim=D11_snap=036_mass=13.71_reds=1.48_ax=y_rot=270,1.48,13.71,D11,036,y,270
0,tSZ_sim=D14_snap=072_mass=14.92_reds=0.25_ax=z_rot=90,0.25,14.92,D14,072,z,90
0,tSZ_sim=D21_snap=040_mass=14.37_reds=1.05_ax=z_rot=90,1.05,14.37,D21,040,z,90
0,tSZ_sim=D1_snap=072_mass=14.87_reds=0.25_ax=x_rot=90,0.25,14.87,D1,072,x,90
0,tSZ_sim=D3_snap=088_mass=14.51_reds=0.03_ax=x_rot=180,0.03,14.51,D3,088,x,180
0,tSZ_sim=D2_snap=044_mass=14.10_reds=0.89_ax=y_rot=180,0.89,14.1,D2,044,y,180
0,tSZ_sim=D2_snap=052_mass=14.14_reds=0.65_ax=z_rot=180,0.65,14.14,D2,052,z,180
0,tSZ_sim=D12_snap=088_mass=15.07_reds=0.03_ax=z_rot=180,0.03,15.07,D12,088,z,180
0,tSZ_sim=D14_snap=040_mass=14.48_reds=1.05_ax=z_rot=270,1.05,14.48,D14,040,z,270
0,tSZ_sim=D2_snap=040_mass=13.95_reds=1.05_ax=y_rot=0,1.05,13.95,D2,040,y,0
0,tSZ_sim=D29_snap=036_mass=13.51_reds=1.48_ax=y_rot=0,1.48,13.51,D29,036,y,0
0,tSZ_sim=D17_snap=080_mass=14.92_reds=0.13_ax=z_rot=90,0.13,14.92,D17,080,z,90
0,tSZ_sim=D14_snap=052_mass=14.54_reds=0.65_ax=z_rot=0,0.65,14.54,D14,052,z,0
0,tSZ_sim=D1_snap=064_mass=14.89_reds=0.39_ax=x_rot=180,0.39,14.89,D1,064,x,180
0,tSZ_sim=D20_snap=041_mass=14.23_reds=1.00_ax=y_rot=270,1.0,14.23,D20,041,y,270
0,tSZ_sim=D10_snap=044_mass=14.39_reds=0.89_ax=x_rot=270,0.89,14.39,D10,044,x,270
0,tSZ_sim=D8_snap=032_mass=13.64_reds=2.00_ax=y_rot=180,2.0,13.64,D8,032,y,180
0,tSZ_sim=D20_snap=088_mass=14.97_reds=0.03_ax=x_rot=90,0.03,14.97,D20,088,x,90
0,tSZ_sim=D13_snap=052_mass=14.03_reds=0.65_ax=x_rot=0,0.65,14.03,D13,052,x,0
0,tSZ_sim=D27_snap=036_mass=14.14_reds=1.48_ax=x_rot=0,1.48,14.14,D27,036,x,0
0,tSZ_sim=D6_snap=084_mass=14.81_reds=0.08_ax=z_rot=0,0.08,14.81,D6,084,z,0
0,tSZ_sim=D17_snap=080_mass=14.92_reds=0.13_ax=x_rot=270,0.13,14.92,D17,080,x,270
0,tSZ_sim=D2_snap=076_mass=14.31_reds=0.19_ax=x_rot=180,0.19,14.31,D2,076,x,180
0,tSZ_sim=D7_snap=072_mass=14.76_reds=0.25_ax=x_rot=180,0.25,14.76,D7,072,x,180
0,tSZ_sim=D21_snap=088_mass=14.86_reds=0.03_ax=y_rot=90,0.03,14.86,D21,088,y,90
0,tSZ_sim=D8_snap=084_mass=14.31_reds=0.08_ax=x_rot=0,0.08,14.31,D8,084,x,0
0,tSZ_sim=D4_snap=041_mass=13.37_reds=1.00_ax=y_rot=90,1.0,13.37,D4,041,y,90
0,tSZ_sim=D29_snap=032_mass=13.55_reds=2.01_ax=y_rot=180,2.01,13.55,D29,032,y,180
0,tSZ_sim=D14_snap=032_mass=13.76_reds=2.01_ax=x_rot=180,2.01,13.76,D14,032,x,180
0,tSZ_sim=D29_snap=044_mass=14.22_reds=0.89_ax=y_rot=270,0.89,14.22,D29,044,y,270
0,tSZ_sim=D1_snap=076_mass=14.90_reds=0.19_ax=y_rot=180,0.19,14.9,D1,076,y,180
0,tSZ_sim=D15_snap=060_mass=14.65_reds=0.46_ax=z_rot=0,0.46,14.65,D15,060,z,0
0,tSZ_sim=D1_snap=036_mass=13.63_reds=1.48_ax=y_rot=90,1.48,13.63,D1,036,y,90
0,tSZ_sim=D11_snap=040_mass=13.89_reds=1.05_ax=z_rot=270,1.05,13.89,D11,040,z,270
0,tSZ_sim=D13_snap=056_mass=14.18_reds=0.55_ax=x_rot=270,0.55,14.18,D13,056,x,270
0,tSZ_sim=D7_snap=068_mass=14.82_reds=0.31_ax=x_rot=0,0.31,14.82,D7,068,x,0
0,tSZ_sim=D3_snap=080_mass=14.52_reds=0.13_ax=z_rot=270,0.13,14.52,D3,080,z,270
0,tSZ_sim=D13_snap=052_mass=14.03_reds=0.65_ax=y_rot=90,0.65,14.03,D13,052,y,90
0,tSZ_sim=D22_snap=036_mass=14.16_reds=1.48_ax=y_rot=90,1.48,14.16,D22,036,y,90
0,tSZ_sim=D25_snap=072_mass=14.23_reds=0.25_ax=y_rot=270,0.25,14.23,D25,072,y,270
0,tSZ_sim=D24_snap=076_mass=14.89_reds=0.19_ax=z_rot=0,0.19,14.89,D24,076,z,0
0,tSZ_sim=D10_snap=056_mass=14.45_reds=0.55_ax=y_rot=0,0.55,14.45,D10,056,y,0
0,tSZ_sim=D19_snap=032_mass=13.47_reds=2.01_ax=y_rot=0,2.01,13.47,D19,032,y,0
0,tSZ_sim=D13_snap=080_mass=14.53_reds=0.13_ax=x_rot=180,0.13,14.53,D13,080,x,180
0,tSZ_sim=D7_snap=048_mass=14.39_reds=0.76_ax=z_rot=180,0.76,14.39,D7,048,z,180
0,tSZ_sim=D12_snap=032_mass=13.75_reds=2.00_ax=x_rot=180,2.0,13.75,D12,032,x,180
0,tSZ_sim=D18_snap=084_mass=14.73_reds=0.08_ax=z_rot=180,0.08,14.73,D18,084,z,180
0,tSZ_sim=D15_snap=072_mass=14.84_reds=0.25_ax=x_rot=0,0.25,14.84,D15,072,x,0
0,tSZ_sim=D24_snap=041_mass=14.38_reds=1.00_ax=z_rot=270,1.0,14.38,D24,041,z,270
0,tSZ_sim=D24_snap=084_mass=14.87_reds=0.08_ax=x_rot=90,0.08,14.87,D24,084,x,90
0,tSZ_sim=D23_snap=036_mass=13.68_reds=1.48_ax=y_rot=0,1.48,13.68,D23,036,y,0
0,tSZ_sim=D19_snap=064_mass=14.69_reds=0.39_ax=y_rot=90,0.39,14.69,D19,064,y,90
0,tSZ_sim=D21_snap=064_mass=14.64_reds=0.39_ax=z_rot=0,0.39,14.64,D21,064,z,0
0,tSZ_sim=D5_snap=080_mass=13.79_reds=0.13_ax=x_rot=0,0.13,13.79,D5,080,x,0
0,tSZ_sim=D28_snap=036_mass=13.74_reds=1.48_ax=z_rot=270,1.48,13.74,D28,036,z,270
0,tSZ_sim=D12_snap=064_mass=14.60_reds=0.38_ax=y_rot=270,0.38,14.6,D12,064,y,270
0,tSZ_sim=D27_snap=072_mass=14.75_reds=0.25_ax=x_rot=270,0.25,14.75,D27,072,x,270
0,tSZ_sim=D24_snap=064_mass=14.87_reds=0.39_ax=z_rot=270,0.39,14.87,D24,064,z,270
0,tSZ_sim=D23_snap=041_mass=13.95_reds=1.00_ax=y_rot=180,1.0,13.95,D23,041,y,180
0,tSZ_sim=D28_snap=084_mass=14.79_reds=0.08_ax=z_rot=0,0.08,14.79,D28,084,z,0
0,tSZ_sim=D1_snap=048_mass=14.43_reds=0.76_ax=y_rot=270,0.76,14.43,D1,048,y,270
0,tSZ_sim=D19_snap=052_mass=14.67_reds=0.65_ax=x_rot=0,0.65,14.67,D19,052,x,0
0,tSZ_sim=D18_snap=056_mass=14.44_reds=0.55_ax=x_rot=180,0.55,14.44,D18,056,x,180
0,tSZ_sim=D19_snap=080_mass=14.85_reds=0.13_ax=z_rot=270,0.13,14.85,D19,080,z,270
0,tSZ_sim=D7_snap=056_mass=14.48_reds=0.55_ax=y_rot=0,0.55,14.48,D7,056,y,0
0,tSZ_sim=D20_snap=052_mass=14.60_reds=0.65_ax=z_rot=180,0.65,14.6,D20,052,z,180
0,tSZ_sim=D3_snap=040_mass=13.89_reds=1.05_ax=z_rot=90,1.05,13.89,D3,040,z,90
0,tSZ_sim=D21_snap=060_mass=14.52_reds=0.46_ax=x_rot=270,0.46,14.52,D21,060,x,270
0,tSZ_sim=D3_snap=044_mass=14.13_reds=0.89_ax=y_rot=180,0.89,14.13,D3,044,y,180
0,tSZ_sim=D22_snap=052_mass=14.97_reds=0.65_ax=x_rot=0,0.65,14.97,D22,052,x,0
0,tSZ_sim=D28_snap=052_mass=14.02_reds=0.65_ax=x_rot=270,0.65,14.02,D28,052,x,270
0,tSZ_sim=D2_snap=072_mass=14.21_reds=0.25_ax=x_rot=90,0.25,14.21,D2,072,x,90
0,tSZ_sim=D8_snap=052_mass=13.56_reds=0.65_ax=x_rot=90,0.65,13.56,D8,052,x,90
0,tSZ_sim=D7_snap=052_mass=14.38_reds=0.65_ax=y_rot=270,0.65,14.38,D7,052,y,270
0,tSZ_sim=D6_snap=048_mass=14.37_reds=0.76_ax=z_rot=90,0.76,14.37,D6,048,z,90
0,tSZ_sim=D3_snap=088_mass=14.51_reds=0.03_ax=z_rot=180,0.03,14.51,D3,088,z,180
0,tSZ_sim=D28_snap=048_mass=14.01_reds=0.76_ax=x_rot=270,0.76,14.01,D28,048,x,270
0,tSZ_sim=D28_snap=060_mass=14.44_reds=0.46_ax=z_rot=270,0.46,14.44,D28,060,z,270
0,tSZ_sim=D18_snap=040_mass=14.28_reds=1.05_ax=x_rot=180,1.05,14.28,D18,040,x,180
0,tSZ_sim=D24_snap=040_mass=14.38_reds=1.05_ax=z_rot=0,1.05,14.38,D24,040,z,0
0,tSZ_sim=D20_snap=064_mass=14.66_reds=0.38_ax=x_rot=180,0.38,14.66,D20,064,x,180
0,tSZ_sim=D10_snap=076_mass=14.77_reds=0.19_ax=x_rot=270,0.19,14.77,D10,076,x,270
0,tSZ_sim=D5_snap=088_mass=13.85_reds=0.03_ax=y_rot=0,0.03,13.85,D5,088,y,0
0,tSZ_sim=D11_snap=084_mass=14.76_reds=0.08_ax=y_rot=90,0.08,14.76,D11,084,y,90
0,tSZ_sim=D12_snap=076_mass=14.64_reds=0.19_ax=y_rot=270,0.19,14.64,D12,076,y,270
0,tSZ_sim=D11_snap=072_mass=14.71_reds=0.25_ax=x_rot=90,0.25,14.71,D11,072,x,90
0,tSZ_sim=D11_snap=064_mass=14.84_reds=0.39_ax=x_rot=90,0.39,14.84,D11,064,x,90
0,tSZ_sim=D12_snap=041_mass=13.99_reds=1.00_ax=y_rot=270,1.0,13.99,D12,041,y,270
0,tSZ_sim=D25_snap=044_mass=13.91_reds=0.89_ax=y_rot=0,0.89,13.91,D25,044,y,0
0,tSZ_sim=D6_snap=056_mass=14.48_reds=0.55_ax=x_rot=90,0.55,14.48,D6,056,x,90
0,tSZ_sim=D11_snap=060_mass=14.70_reds=0.46_ax=y_rot=270,0.46,14.7,D11,060,y,270
0,tSZ_sim=D5_snap=080_mass=13.79_reds=0.13_ax=y_rot=180,0.13,13.79,D5,080,y,180
0,tSZ_sim=D11_snap=052_mass=14.20_reds=0.65_ax=z_rot=180,0.65,14.2,D11,052,z,180
0,tSZ_sim=D29_snap=060_mass=14.46_reds=0.46_ax=z_rot=270,0.46,14.46,D29,060,z,270
0,tSZ_sim=D13_snap=040_mass=13.98_reds=1.05_ax=y_rot=180,1.05,13.98,D13,040,y,180
0,tSZ_sim=D2_snap=044_mass=14.10_reds=0.89_ax=z_rot=270,0.89,14.1,D2,044,z,270
0,tSZ_sim=D16_snap=048_mass=14.64_reds=0.76_ax=z_rot=270,0.76,14.64,D16,048,z,270
0,tSZ_sim=D18_snap=040_mass=14.28_reds=1.05_ax=y_rot=90,1.05,14.28,D18,040,y,90
0,tSZ_sim=D7_snap=036_mass=14.04_reds=1.48_ax=z_rot=270,1.48,14.04,D7,036,z,270
0,tSZ_sim=D3_snap=060_mass=14.46_reds=0.46_ax=z_rot=0,0.46,14.46,D3,060,z,0
0,tSZ_sim=D28_snap=088_mass=14.91_reds=0.03_ax=x_rot=270,0.03,14.91,D28,088,x,270
0,tSZ_sim=D10_snap=080_mass=14.78_reds=0.13_ax=y_rot=90,0.13,14.78,D10,080,y,90
0,tSZ_sim=D19_snap=088_mass=14.84_reds=0.03_ax=y_rot=180,0.03,14.84,D19,088,y,180
0,tSZ_sim=D9_snap=044_mass=13.61_reds=0.89_ax=y_rot=0,0.89,13.61,D9,044,y,0
0,tSZ_sim=D29_snap=060_mass=14.46_reds=0.46_ax=y_rot=90,0.46,14.46,D29,060,y,90
0,tSZ_sim=D5_snap=068_mass=13.88_reds=0.31_ax=x_rot=180,0.31,13.88,D5,068,x,180
0,tSZ_sim=D5_snap=041_mass=13.51_reds=1.00_ax=y_rot=0,1.0,13.51,D5,041,y,0
0,tSZ_sim=D2_snap=080_mass=14.37_reds=0.13_ax=z_rot=270,0.13,14.37,D2,080,z,270
0,tSZ_sim=D29_snap=072_mass=14.62_reds=0.25_ax=y_rot=90,0.25,14.62,D29,072,y,90
0,tSZ_sim=D16_snap=036_mass=13.85_reds=1.48_ax=y_rot=0,1.48,13.85,D16,036,y,0
0,tSZ_sim=D15_snap=044_mass=14.30_reds=0.89_ax=x_rot=270,0.89,14.3,D15,044,x,270
0,tSZ_sim=D19_snap=032_mass=13.47_reds=2.01_ax=x_rot=90,2.01,13.47,D19,032,x,90
0,tSZ_sim=D11_snap=056_mass=14.40_reds=0.55_ax=x_rot=270,0.55,14.4,D11,056,x,270
0,tSZ_sim=D28_snap=064_mass=14.61_reds=0.39_ax=x_rot=180,0.39,14.61,D28,064,x,180
0,tSZ_sim=D7_snap=068_mass=14.82_reds=0.31_ax=z_rot=90,0.31,14.82,D7,068,z,90
0,tSZ_sim=D23_snap=036_mass=13.68_reds=1.48_ax=y_rot=270,1.48,13.68,D23,036,y,270
0,tSZ_sim=D15_snap=040_mass=14.23_reds=1.05_ax=z_rot=180,1.05,14.23,D15,040,z,180
0,tSZ_sim=D21_snap=036_mass=14.25_reds=1.48_ax=x_rot=180,1.48,14.25,D21,036,x,180
0,tSZ_sim=D25_snap=056_mass=14.25_reds=0.55_ax=y_rot=270,0.55,14.25,D25,056,y,270
0,tSZ_sim=D25_snap=088_mass=14.52_reds=0.03_ax=y_rot=0,0.03,14.52,D25,088,y,0
0,tSZ_sim=D7_snap=048_mass=14.39_reds=0.76_ax=z_rot=90,0.76,14.39,D7,048,z,90
0,tSZ_sim=D4_snap=064_mass=14.08_reds=0.38_ax=z_rot=0,0.38,14.08,D4,064,z,0
0,tSZ_sim=D13_snap=072_mass=14.54_reds=0.25_ax=z_rot=270,0.25,14.54,D13,072,z,270
0,tSZ_sim=D15_snap=064_mass=14.77_reds=0.39_ax=x_rot=0,0.39,14.77,D15,064,x,0
0,tSZ_sim=D4_snap=032_mass=12.40_reds=2.00_ax=x_rot=180,2.0,12.4,D4,032,x,180
0,tSZ_sim=D29_snap=032_mass=13.55_reds=2.01_ax=y_rot=90,2.01,13.55,D29,032,y,90
0,tSZ_sim=D21_snap=032_mass=13.75_reds=2.01_ax=x_rot=180,2.01,13.75,D21,032,x,180
0,tSZ_sim=D23_snap=068_mass=14.61_reds=0.31_ax=x_rot=90,0.31,14.61,D23,068,x,90
0,tSZ_sim=D6_snap=088_mass=14.83_reds=0.03_ax=y_rot=180,0.03,14.83,D6,088,y,180
0,tSZ_sim=D18_snap=068_mass=14.75_reds=0.31_ax=x_rot=0,0.31,14.75,D18,068,x,0
0,tSZ_sim=D25_snap=040_mass=13.50_reds=1.05_ax=x_rot=0,1.05,13.5,D25,040,x,0
0,tSZ_sim=D9_snap=084_mass=13.87_reds=0.08_ax=x_rot=90,0.08,13.87,D9,084,x,90
0,tSZ_sim=D9_snap=084_mass=13.87_reds=0.08_ax=x_rot=180,0.08,13.87,D9,084,x,180
0,tSZ_sim=D8_snap=036_mass=13.79_reds=1.48_ax=x_rot=270,1.48,13.79,D8,036,x,270
0,tSZ_sim=D4_snap=032_mass=12.40_reds=2.00_ax=z_rot=270,2.0,12.4,D4,032,z,270
0,tSZ_sim=D21_snap=044_mass=14.39_reds=0.89_ax=z_rot=270,0.89,14.39,D21,044,z,270
0,tSZ_sim=D29_snap=032_mass=13.55_reds=2.01_ax=x_rot=0,2.01,13.55,D29,032,x,0
0,tSZ_sim=D22_snap=040_mass=14.31_reds=1.05_ax=x_rot=180,1.05,14.31,D22,040,x,180
0,tSZ_sim=D23_snap=036_mass=13.68_reds=1.48_ax=y_rot=180,1.48,13.68,D23,036,y,180
0,tSZ_sim=D26_snap=044_mass=14.56_reds=0.89_ax=x_rot=180,0.89,14.56,D26,044,x,180
0,tSZ_sim=D24_snap=068_mass=14.89_reds=0.31_ax=x_rot=0,0.31,14.89,D24,068,x,0
0,tSZ_sim=D23_snap=056_mass=14.17_reds=0.55_ax=y_rot=0,0.55,14.17,D23,056,y,0
0,tSZ_sim=D20_snap=036_mass=14.13_reds=1.48_ax=y_rot=180,1.48,14.13,D20,036,y,180
0,tSZ_sim=D5_snap=088_mass=13.85_reds=0.03_ax=x_rot=0,0.03,13.85,D5,088,x,0
0,tSZ_sim=D8_snap=048_mass=13.66_reds=0.76_ax=y_rot=90,0.76,13.66,D8,048,y,90
0,tSZ_sim=D13_snap=076_mass=14.50_reds=0.19_ax=x_rot=90,0.19,14.5,D13,076,x,90
0,tSZ_sim=D11_snap=084_mass=14.76_reds=0.08_ax=z_rot=90,0.08,14.76,D11,084,z,90
0,tSZ_sim=D21_snap=044_mass=14.39_reds=0.89_ax=z_rot=180,0.89,14.39,D21,044,z,180
0,tSZ_sim=D29_snap=076_mass=14.61_reds=0.19_ax=z_rot=0,0.19,14.61,D29,076,z,0
0,tSZ_sim=D2_snap=068_mass=14.21_reds=0.31_ax=y_rot=0,0.31,14.21,D2,068,y,0
0,tSZ_sim=D2_snap=044_mass=14.10_reds=0.89_ax=x_rot=90,0.89,14.1,D2,044,x,90
0,tSZ_sim=D9_snap=044_mass=13.61_reds=0.89_ax=y_rot=90,0.89,13.61,D9,044,y,90
0,tSZ_sim=D22_snap=080_mass=15.04_reds=0.13_ax=z_rot=90,0.13,15.04,D22,080,z,90
0,tSZ_sim=D17_snap=080_mass=14.92_reds=0.13_ax=y_rot=90,0.13,14.92,D17,080,y,90
0,tSZ_sim=D8_snap=041_mass=13.87_reds=1.00_ax=y_rot=90,1.0,13.87,D8,041,y,90
0,tSZ_sim=D2_snap=044_mass=14.10_reds=0.89_ax=x_rot=0,0.89,14.1,D2,044,x,0
0,tSZ_sim=D25_snap=064_mass=14.21_reds=0.38_ax=y_rot=0,0.38,14.21,D25,064,y,0
0,tSZ_sim=D17_snap=072_mass=14.22_reds=0.25_ax=x_rot=0,0.25,14.22,D17,072,x,0
0,tSZ_sim=D20_snap=052_mass=14.60_reds=0.65_ax=z_rot=0,0.65,14.6,D20,052,z,0
0,tSZ_sim=D9_snap=064_mass=13.74_reds=0.38_ax=z_rot=0,0.38,13.74,D9,064,z,0
0,tSZ_sim=D8_snap=040_mass=13.86_reds=1.05_ax=z_rot=270,1.05,13.86,D8,040,z,270
0,tSZ_sim=D20_snap=072_mass=14.69_reds=0.25_ax=x_rot=180,0.25,14.69,D20,072,x,180
0,tSZ_sim=D4_snap=052_mass=14.01_reds=0.65_ax=x_rot=0,0.65,14.01,D4,052,x,0
0,tSZ_sim=D22_snap=084_mass=15.03_reds=0.08_ax=x_rot=90,0.08,15.03,D22,084,x,90
0,tSZ_sim=D22_snap=088_mass=15.06_reds=0.03_ax=y_rot=0,0.03,15.06,D22,088,y,0
0,tSZ_sim=D18_snap=084_mass=14.73_reds=0.08_ax=z_rot=270,0.08,14.73,D18,084,z,270
0,tSZ_sim=D5_snap=064_mass=13.93_reds=0.38_ax=z_rot=90,0.38,13.93,D5,064,z,90
0,tSZ_sim=D27_snap=072_mass=14.75_reds=0.25_ax=y_rot=90,0.25,14.75,D27,072,y,90
0,tSZ_sim=D26_snap=032_mass=13.66_reds=2.01_ax=z_rot=180,2.01,13.66,D26,032,z,180
0,tSZ_sim=D7_snap=072_mass=14.76_reds=0.25_ax=z_rot=90,0.25,14.76,D7,072,z,90
0,tSZ_sim=D11_snap=041_mass=13.81_reds=1.00_ax=y_rot=180,1.0,13.81,D11,041,y,180
0,tSZ_sim=D5_snap=060_mass=13.90_reds=0.46_ax=z_rot=270,0.46,13.9,D5,060,z,270
0,tSZ_sim=D17_snap=068_mass=14.13_reds=0.31_ax=x_rot=270,0.31,14.13,D17,068,x,270
0,tSZ_sim=D4_snap=044_mass=13.72_reds=0.89_ax=x_rot=180,0.89,13.72,D4,044,x,180
0,tSZ_sim=D29_snap=052_mass=14.55_reds=0.65_ax=y_rot=270,0.65,14.55,D29,052,y,270
0,tSZ_sim=D14_snap=080_mass=14.86_reds=0.13_ax=z_rot=270,0.13,14.86,D14,080,z,270
0,tSZ_sim=D9_snap=036_mass=13.43_reds=1.48_ax=z_rot=270,1.48,13.43,D9,036,z,270
0,tSZ_sim=D9_snap=060_mass=13.73_reds=0.46_ax=z_rot=90,0.46,13.73,D9,060,z,90
0,tSZ_sim=D28_snap=080_mass=14.77_reds=0.13_ax=x_rot=180,0.13,14.77,D28,080,x,180
0,tSZ_sim=D10_snap=041_mass=14.45_reds=1.00_ax=y_rot=270,1.0,14.45,D10,041,y,270
0,tSZ_sim=D24_snap=048_mass=14.88_reds=0.76_ax=x_rot=90,0.76,14.88,D24,048,x,90
0,tSZ_sim=D12_snap=064_mass=14.60_reds=0.38_ax=x_rot=0,0.38,14.6,D12,064,x,0
0,tSZ_sim=D15_snap=032_mass=13.75_reds=2.01_ax=z_rot=270,2.01,13.75,D15,032,z,270
0,tSZ_sim=D14_snap=032_mass=13.76_reds=2.01_ax=z_rot=270,2.01,13.76,D14,032,z,270
0,tSZ_sim=D9_snap=032_mass=13.08_reds=2.00_ax=y_rot=90,2.0,13.08,D9,032,y,90
0,tSZ_sim=D26_snap=032_mass=13.66_reds=2.01_ax=x_rot=180,2.01,13.66,D26,032,x,180
0,tSZ_sim=D22_snap=056_mass=15.02_reds=0.55_ax=x_rot=180,0.55,15.02,D22,056,x,180
0,tSZ_sim=D24_snap=056_mass=14.78_reds=0.55_ax=z_rot=180,0.55,14.78,D24,056,z,180
0,tSZ_sim=D26_snap=080_mass=14.86_reds=0.13_ax=y_rot=270,0.13,14.86,D26,080,y,270
0,tSZ_sim=D19_snap=072_mass=14.73_reds=0.25_ax=y_rot=90,0.25,14.73,D19,072,y,90
0,tSZ_sim=D29_snap=036_mass=13.51_reds=1.48_ax=x_rot=90,1.48,13.51,D29,036,x,90
0,tSZ_sim=D13_snap=032_mass=13.51_reds=2.01_ax=y_rot=180,2.01,13.51,D13,032,y,180
0,tSZ_sim=D6_snap=036_mass=14.00_reds=1.48_ax=x_rot=270,1.48,14.0,D6,036,x,270
0,tSZ_sim=D15_snap=041_mass=14.26_reds=1.00_ax=y_rot=0,1.0,14.26,D15,041,y,0
0,tSZ_sim=D18_snap=080_mass=14.71_reds=0.13_ax=x_rot=270,0.13,14.71,D18,080,x,270
0,tSZ_sim=D28_snap=080_mass=14.77_reds=0.13_ax=y_rot=0,0.13,14.77,D28,080,y,0
0,tSZ_sim=D26_snap=068_mass=14.72_reds=0.31_ax=y_rot=0,0.31,14.72,D26,068,y,0
0,tSZ_sim=D28_snap=088_mass=14.91_reds=0.03_ax=y_rot=270,0.03,14.91,D28,088,y,270
0,tSZ_sim=D21_snap=076_mass=14.73_reds=0.19_ax=z_rot=180,0.19,14.73,D21,076,z,180
0,tSZ_sim=D28_snap=041_mass=13.93_reds=1.00_ax=y_rot=180,1.0,13.93,D28,041,y,180
0,tSZ_sim=D5_snap=060_mass=13.90_reds=0.46_ax=z_rot=0,0.46,13.9,D5,060,z,0
0,tSZ_sim=D24_snap=048_mass=14.88_reds=0.76_ax=x_rot=180,0.76,14.88,D24,048,x,180
0,tSZ_sim=D4_snap=040_mass=13.36_reds=1.05_ax=y_rot=270,1.05,13.36,D4,040,y,270
0,tSZ_sim=D14_snap=036_mass=14.15_reds=1.48_ax=y_rot=0,1.48,14.15,D14,036,y,0
0,tSZ_sim=D2_snap=084_mass=14.38_reds=0.08_ax=y_rot=270,0.08,14.38,D2,084,y,270
0,tSZ_sim=D24_snap=080_mass=14.87_reds=0.13_ax=z_rot=90,0.13,14.87,D24,080,z,90
0,tSZ_sim=D13_snap=080_mass=14.53_reds=0.13_ax=y_rot=90,0.13,14.53,D13,080,y,90
0,tSZ_sim=D27_snap=076_mass=14.78_reds=0.19_ax=x_rot=180,0.19,14.78,D27,076,x,180
0,tSZ_sim=D16_snap=068_mass=14.84_reds=0.31_ax=z_rot=180,0.31,14.84,D16,068,z,180
0,tSZ_sim=D24_snap=048_mass=14.88_reds=0.76_ax=y_rot=180,0.76,14.88,D24,048,y,180
0,tSZ_sim=D14_snap=056_mass=14.61_reds=0.55_ax=z_rot=0,0.55,14.61,D14,056,z,0
0,tSZ_sim=D1_snap=084_mass=14.98_reds=0.08_ax=y_rot=180,0.08,14.98,D1,084,y,180
0,tSZ_sim=D9_snap=041_mass=13.48_reds=1.00_ax=x_rot=90,1.0,13.48,D9,041,x,90
0,tSZ_sim=D28_snap=060_mass=14.44_reds=0.46_ax=y_rot=0,0.46,14.44,D28,060,y,0
0,tSZ_sim=D16_snap=048_mass=14.64_reds=0.76_ax=y_rot=270,0.76,14.64,D16,048,y,270
0,tSZ_sim=D6_snap=036_mass=14.00_reds=1.48_ax=z_rot=180,1.48,14.0,D6,036,z,180
0,tSZ_sim=D10_snap=041_mass=14.45_reds=1.00_ax=z_rot=270,1.0,14.45,D10,041,z,270
0,tSZ_sim=D22_snap=060_mass=14.96_reds=0.46_ax=y_rot=90,0.46,14.96,D22,060,y,90
0,tSZ_sim=D23_snap=088_mass=14.84_reds=0.03_ax=z_rot=0,0.03,14.84,D23,088,z,0
0,tSZ_sim=D3_snap=056_mass=14.46_reds=0.55_ax=x_rot=180,0.55,14.46,D3,056,x,180
0,tSZ_sim=D13_snap=088_mass=14.84_reds=0.03_ax=x_rot=180,0.03,14.84,D13,088,x,180
0,tSZ_sim=D21_snap=068_mass=14.80_reds=0.31_ax=y_rot=0,0.31,14.8,D21,068,y,0
0,tSZ_sim=D2_snap=056_mass=14.17_reds=0.55_ax=y_rot=270,0.55,14.17,D2,056,y,270
